BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
BGC0001642	BGC0001642	Fusarium fujikuroi IMI 58289 draft genome, chromosome FFUJ_chr08	terpene	Terpene	Fusarium fujikuroi IMI 58289	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium fujikuroi species complex
BGC0001646	BGC0001646	Burkholderia gladioli strain Lv-StB lagriamide biosynthesis gene cluster, complete sequence	terpene.NRPS.transAT-PKS	Others	Burkholderia gladioli	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
BGC0001706	BGC0001706	Hypoxylon pulicicidum strain MF5954 hypothetical protein, cytochrome P450 oxygenase (nodW), cytochrome P450 oxygenase (nodR), cytochrome P450 oxygenase (nodX), FAD-dependent oxygenase (nodM), indole diterpene cyclase (nodB), FAD-dependent oxygenase (nodO), cytochrome P450 oxygenase (nodJ), geranylgeranyl transferase (nodC), FAD-dependent oxygenase (nodY1), prenyl transferase (nodD2), indole diterpene biosynthesis protein (nodD1), FAD-dependent oxygenase (nodY2), cytochrome P450 oxygenase (nodZ), and hypothetical protein genes, complete cds	terpene.indole	Others	Hypoxylon pulicicidum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Hypoxylaceae,Hypoxylon
BGC0001746	BGC0001746	Streptomyces pristinaespiralis ATCC 25486 chromosome, whole genome shotgun sequence	terpene	Terpene	Streptomyces pristinaespiralis ATCC 25486	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001756	BGC0001756	Arabidopsis thaliana chromosome 3, partial sequence	terpene	Terpene	Arabidopsis thaliana	Eukaryota,Viridiplantae,Streptophyta,Embryophyta,Tracheophyta,Spermatophyta,Magnoliopsida,eudicotyledons,Gunneridae,Pentapetalae,rosids,malvids,Brassicales,Brassicaceae,Camelineae,Arabidopsis
BGC0001775	BGC0001775	Cordana terrestris FKA-25 DNA, sespendole biosynthetic gene cluster	terpene.indole	Others	Cordana terrestris	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Sordariomycetidae incertae sedis,Cordana
BGC0001776	BGC0001776	Penicillium janthinellum strain PN2408 janthitremane gene cluster, partial sequence	terpene.indole	Others	Penicillium janthinellum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0001777	BGC0001777	TPA_exp: Escovopsis weberi shearinine biosynthesis gene cluster, complete sequence	terpene.indole	Others	Escovopsis weberi	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Hypocreaceae,Escovopsis
BGC0001811	BGC0001811	Fusarium asiaticum DNA, tri gene cluster	terpene	Terpene	Fusarium asiaticum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium
BGC0001839	BGC0001839	Aspergillus sp. Z5 contig188_scaffold34, whole genome shotgun sequence	terpene	Terpene	Aspergillus sp. Z5	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0001903	BGC0001903	Streptomyces sp. MA37 cytochrome c oxidase subunit I gene, partial cds; cytochrome c oxidase polypeptide 4, lipoprotein, L,D-transpeptidase, two-component system response regulator, cytochrome c oxidase subunit III, cytochrome C heme-binding subunit, ubiquinol-cytochrome C reductase iron-sulfur subunit, ubiquinol-cytochrome c reductase cytochrome b subunit, and cytochrome P450 monooxygenase genes, complete cds; neocarazostatin A biosynthesis gene cluster, complete sequence; and transcriptional regulator and putative integral membrane protein genes, complete cds	terpene	Terpene	Streptomyces sp. MA37	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001910	BGC0001910	Streptomyces cyslabdanicus DNA, related genes for cyslabdan biosynthesis, strain: K04-0144	terpene	Terpene	Streptomyces cyslabdanicus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001911	BGC0001911	Streptomyces anulatus DNA, related genes for raimonol biosynthesis, strain: GM95	terpene	Terpene	Streptomyces anulatus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001969	BGC0001969	Talaromyces wortmannii asperterpenoid A biosynthetic gene cluster, complete sequence	terpene	Terpene	Talaromyces wortmannii	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces sect. Islandici
BGC0001995	BGC0001995	Aspergillus oryzae RIB40 DNA, chromosome 7	terpene	Terpene	Aspergillus oryzae RIB40	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0001997	BGC0001997	Nicotiana tabacum cultivar K326 Nitab4.5_0001461, whole genome shotgun sequence	terpene	Terpene	Nicotiana tabacum	Eukaryota,Viridiplantae,Streptophyta,Embryophyta,Tracheophyta,Spermatophyta,Magnoliopsida,eudicotyledons,Gunneridae,Pentapetalae,asterids,lamiids,Solanales,Solanaceae,Nicotianoideae,Nicotianeae,Nicotiana
BGC0002007	BGC0002007	Amycolatopsis tolypomycina strain DSM 44544, whole genome shotgun sequence	terpene	Terpene	Amycolatopsis tolypomycina	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
BGC0002019	BGC0002019	TPA_exp: Streptomyces sp. CB03234, complete sequence	terpene	Terpene	Streptomyces sp. CB03234	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002149	BGC0002149	Aspergillus alliaceus strain ATCC 20738 indole diterpene biosynthetic gene cluster, complete sequence	terpene.NRPS	Others	Aspergillus alliaceus	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0002173	BGC0002173	Aspergillus fumigatus A1163 scf_000005 genomic scaffold, whole genome shotgun sequence	terpene	Terpene	Aspergillus fumigatus A1163	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Fumigati
BGC0002176	BGC0002176	Fusarium graminearum PH-1 chromosome 1, whole genome shotgun sequence	terpene	Terpene	Fusarium graminearum PH-1	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium
BGC0002246	BGC0002246	Hypholoma sublateritium FD-334 SS-4 unplaced genomic scaffold scaffold_99, whole genome shotgun sequence	terpene	Terpene	Hypholoma sublateritium FD-334 SS-4	Eukaryota,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Strophariaceae,Hypholoma
BGC0002248	BGC0002248	Aspergillus flavus NRRL3357 chromosome 3	terpene.NRPS	Others	Aspergillus flavus NRRL3357	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0002260	BGC0002260	Annulohypoxylon truncatum culture CBS:140778 brasilane biosynthetic gene cluster, complete sequence	terpene	Terpene	Annulohypoxylon truncatum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Hypoxylaceae,Annulohypoxylon
BGC0002283	BGC0002283	Serratia plymuthica strain WS3236 Ga0236286_11, whole genome shotgun sequence	terpene	Terpene	Serratia plymuthica	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia
BGC0002309	BGC0002309	Streptomyces cattleya str. NRRL 8057 main chromosome, complete genome	terpene	Terpene	Streptomyces cattleya NRRL 8057 = DSM 46488	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002320	BGC0002320	Penicillium chrysogenum Wisconsin 54-1255 complete genome, contig Pc00c20	terpene	Terpene	Penicillium rubens Wisconsin 54-1255	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium chrysogenum species complex
BGC0002338	BGC0002338	Myxococcales bacterium strain MSr12020 sorangipyranone biosynthetic gene cluster, complete sequence	terpene.T1PKS	Others	Myxococcales bacterium	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales
BGC0002339	BGC0002339	Vitiosangium cumulatum strain MCy10943 hydroxysorangiadenosine terpene biosynthetic gene cluster, complete sequence	terpene	Terpene	Vitiosangium cumulatum	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Archangiaceae,Vitiosangium
BGC0002389	BGC0002389	Zea mays cultivar B73 chromosome 10, Zm-B73-REFERENCE-NAM-5.0, whole genome shotgun sequence	terpene	Terpene	Zea mays	Eukaryota,Viridiplantae,Streptophyta,Embryophyta,Tracheophyta,Spermatophyta,Magnoliopsida,Liliopsida,Poales,Poaceae,PACMAD clade,Panicoideae,Andropogonodae,Andropogoneae,Tripsacinae,Zea
BGC0002392	BGC0002392	Oryza sativa Japonica Group DNA, chromosome 7, cultivar: Nipponbare, complete sequence	terpene	Terpene	Oryza sativa Japonica Group	Eukaryota,Viridiplantae,Streptophyta,Embryophyta,Tracheophyta,Spermatophyta,Magnoliopsida,Liliopsida,Poales,Poaceae,BOP clade,Oryzoideae,Oryzeae,Oryzinae,Oryza,Oryza sativa
BGC0002393	BGC0002393	Ricinus communis genomic scaffold scf_1106159296192, whole genome shotgun sequence	terpene	Terpene	Ricinus communis	Eukaryota,Viridiplantae,Streptophyta,Embryophyta,Tracheophyta,Spermatophyta,Magnoliopsida,eudicotyledons,Gunneridae,Pentapetalae,rosids,fabids,Malpighiales,Euphorbiaceae,Acalyphoideae,Acalypheae,Ricinus
BGC0002394	BGC0002394	Taxus chinensis isolate Ta-2019 chromosome 9, whole genome shotgun sequence	terpene	Terpene	Taxus chinensis	Eukaryota,Viridiplantae,Streptophyta,Embryophyta,Tracheophyta,Spermatophyta,Pinopsida,Pinidae,Conifers II,Cupressales,Taxaceae,Taxus
BGC0002395	BGC0002395	Hordeum vulgare subsp. vulgare chromosome 2H, MorexV3_pseudomolecules_assembly, whole genome shotgun sequence	terpene	Terpene	Hordeum vulgare subsp. vulgare	Eukaryota,Viridiplantae,Streptophyta,Embryophyta,Tracheophyta,Spermatophyta,Magnoliopsida,Liliopsida,Poales,Poaceae,BOP clade,Pooideae,Triticodae,Triticeae,Hordeinae,Hordeum
BGC0002396	BGC0002396	Salvia splendens isolate huo1 chromosome 20, whole genome shotgun sequence	terpene	Terpene	Salvia splendens	Eukaryota,Viridiplantae,Streptophyta,Embryophyta,Tracheophyta,Spermatophyta,Magnoliopsida,eudicotyledons,Gunneridae,Pentapetalae,asterids,lamiids,Lamiales,Lamiaceae,Nepetoideae,Mentheae,Salviinae,Salvia,Salvia subgen. Calosphace,core Calosphace
BGC0002397	BGC0002397	Arabidopsis thaliana chromosome 3, partial sequence	terpene	Terpene	Arabidopsis thaliana	Eukaryota,Viridiplantae,Streptophyta,Embryophyta,Tracheophyta,Spermatophyta,Magnoliopsida,eudicotyledons,Gunneridae,Pentapetalae,rosids,malvids,Brassicales,Brassicaceae,Camelineae,Arabidopsis
BGC0002398	BGC0002398	Arabidopsis thaliana chromosome 3, partial sequence	terpene	Terpene	Arabidopsis thaliana	Eukaryota,Viridiplantae,Streptophyta,Embryophyta,Tracheophyta,Spermatophyta,Magnoliopsida,eudicotyledons,Gunneridae,Pentapetalae,rosids,malvids,Brassicales,Brassicaceae,Camelineae,Arabidopsis
BGC0002399	BGC0002399	Capsella rubella cultivar Monte Gargano unplaced genomic scaffold scaffold_3, whole genome shotgun sequence	terpene	Terpene	Capsella rubella	Eukaryota,Viridiplantae,Streptophyta,Embryophyta,Tracheophyta,Spermatophyta,Magnoliopsida,eudicotyledons,Gunneridae,Pentapetalae,rosids,malvids,Brassicales,Brassicaceae,Camelineae,Capsella
BGC0002400	BGC0002400	Brassica oleracea var. oleracea cultivar TO1000 chromosome C5, BOL, whole genome shotgun sequence	terpene	Terpene	Brassica oleracea var. oleracea	Eukaryota,Viridiplantae,Streptophyta,Embryophyta,Tracheophyta,Spermatophyta,Magnoliopsida,eudicotyledons,Gunneridae,Pentapetalae,rosids,malvids,Brassicales,Brassicaceae,Brassiceae,Brassica
BGC0002427	BGC0002427	Metarhizium robertsii ARSEF 23 MAA_Scf_14, whole genome shotgun sequence	terpene.T1PKS	Others	Metarhizium robertsii ARSEF 23	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Metarhizium
BGC0002445	BGC0002445	Armillaria gallica strain FU02472 terpene biosynthesis gene cluster, complete sequence	terpene	Terpene	Armillaria gallica	Eukaryota,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Physalacriaceae,Armillaria
BGC0002449	BGC0002449	Uncultured bacterium sterol biosynthesis gene cluster, complete sequence	terpene	Terpene	uncultured bacterium	Bacteria,environmental samples
BGC0002554	BGC0002554	Streptomyces exfoliatus 2419-SVT2 DNA, carquinostatin A biosynthetic gene cluster	terpene	Terpene	Streptomyces exfoliatus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002557	BGC0002557	Penicillium griseofulvum strain NRRL 35584 penifulvin biosynthetic gene cluster, complete sequence	terpene	Terpene	Penicillium griseofulvum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0002591	BGC0002591	Streptomyces sp. strain NA04227 aurachin biosynthetic gene cluster, complete sequence	terpene.ladderane	Others	Streptomyces sp.	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002603	BGC0002603	Aspergillus versicolor 0312 biosynthetic gene cluster of chevalone E and its oxidized derivatives, complete sequence	terpene.T1PKS	Others	Aspergillus versicolor	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Nidulantes
BGC0002604	BGC0002604	Aspergillus felis 0260 DNA, sartorypyrone A biosynthetic gene cluster, complete sequence	terpene.T1PKS	Others	Aspergillus felis	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0002614	BGC0002614	Penicillium shearii IFM 42152 DNA, diterpenoid pyrones biosynthesis gene cluster	terpene.T1PKS	Others	Penicillium shearii	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0002618	BGC0002618	Penicillium crustosum strain PN2402 penitremane gene cluster, partial sequence	terpene.NRPS.indole	Others	Penicillium crustosum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0002651	BGC0002651	Rosellinia necatrix DNA, scaffold: Contig87, strain: W97, whole genome shotgun sequence	terpene	Terpene	Rosellinia necatrix	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Xylariaceae,Rosellinia
BGC0002666	BGC0002666	Streptomyces sp. MA37 legonmycins biosynthesis gene cluster, complete sequence	NRPS-like.terpene.NRPS	Others	Streptomyces sp. MA37	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002707	BGC0002707	Coniophora puteana RWD-64-598 SS2 unplaced genomic scaffold CONPUscaffold_3, whole genome shotgun sequence	terpene	Terpene	Coniophora puteana RWD-64-598 SS2	Eukaryota,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Coniophorineae,Coniophoraceae,Coniophora
BGC0002708	BGC0002708	Coniophora puteana RWD-64-598 SS2 unplaced genomic scaffold CONPUscaffold_3, whole genome shotgun sequence	terpene	Terpene	Coniophora puteana RWD-64-598 SS2	Eukaryota,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Coniophorineae,Coniophoraceae,Coniophora
BGC0002723	BGC0002723	Jatropha curcas isolate ELGS0001-1231 unplaced genomic scaffold, RJC1_Hi-C scaffold_928, whole genome shotgun sequence	terpene	Terpene	Jatropha curcas	Eukaryota,Viridiplantae,Streptophyta,Embryophyta,Tracheophyta,Spermatophyta,Magnoliopsida,eudicotyledons,Gunneridae,Pentapetalae,rosids,fabids,Malpighiales,Euphorbiaceae,Crotonoideae,Jatropheae,Jatropha
BGC0002724	BGC0002724	Jatropha curcas isolate ELGS0001-1231 unplaced genomic scaffold, RJC1_Hi-C scaffold_989, whole genome shotgun sequence	terpene	Terpene	Jatropha curcas	Eukaryota,Viridiplantae,Streptophyta,Embryophyta,Tracheophyta,Spermatophyta,Magnoliopsida,eudicotyledons,Gunneridae,Pentapetalae,rosids,fabids,Malpighiales,Euphorbiaceae,Crotonoideae,Jatropheae,Jatropha
scaffold_1.region001	scaffold_1	Naganishia_adeliensis strain 19403212	terpene	Terpene	Naganishia_adeliensis Unclassified.	
scaffold_10.region001	scaffold_10	Naganishia_albida strain 20661800	terpene	Terpene	Naganishia_albida Unclassified.	
scaffold_100.region001	scaffold_100	Naganishia_antarctica strain 21218161	terpene	Terpene	Naganishia_antarctica Unclassified.	
scaffold_105.region001	scaffold_105	Naganishia_cerealis strain Annotation submitted by Jet Propulsion Laboratory, California Institute of Technology	terpene	Terpene	Naganishia_cerealis Unclassified.	
scaffold_11.region001	scaffold_11	Naganishia_onofrii strain Annotation submitted by Jet Propulsion Laboratory, California Institute of Technology	terpene	Terpene	Naganishia_onofrii Unclassified.	
scaffold_116.region001	scaffold_116	Naganishia_sp._KV-2022a strain 27861060	terpene	Terpene	Naganishia_sp._KV-2022a Unclassified.	
scaffold_12.region001	scaffold_12	Naganishia_albida strain 19422953	terpene	Terpene	Naganishia_albida Unclassified.	
scaffold_13.region001	scaffold_13	Naganishia_friedmannii strain Annotation submitted by Jet Propulsion Laboratory, California Institute of Technology	terpene	Terpene	Naganishia_friedmannii Unclassified.	
scaffold_140.region001	scaffold_140	Naganishia_randhawae strain 20271596	terpene	Terpene	Naganishia_randhawae Unclassified.	
scaffold_15.region001	scaffold_15	Naganishia_liquefaciens strain 19471643	terpene	Terpene	Naganishia_liquefaciens Unclassified.	
scaffold_16.region001	scaffold_16	Naganishia_adeliensis strain 19403212	terpene	Terpene	Naganishia_adeliensis Unclassified.	
scaffold_17.region001	scaffold_17	Naganishia_liquefaciens strain Annotation submitted by School of Life Science and Technology, Tokyo Institute of Technology	terpene	Terpene	Naganishia_liquefaciens Unclassified.	
scaffold_19.region001	scaffold_19	Naganishia_albida strain 20845140	terpene	Terpene	Naganishia_albida Unclassified.	
scaffold_30.region001	scaffold_30	Naganishia_cerealis strain Annotation submitted by Jet Propulsion Laboratory, California Institute of Technology	terpene	Terpene	Naganishia_cerealis Unclassified.	
scaffold_37.region001	scaffold_37	Naganishia_albida strain 20697359	terpene	Terpene	Naganishia_albida Unclassified.	
scaffold_4.region001	scaffold_4	Naganishia_albida strain 20697359	terpene	Terpene	Naganishia_albida Unclassified.	
scaffold_54.region001	scaffold_54	Naganishia_albida strain 20877543	terpene	Terpene	Naganishia_albida Unclassified.	
scaffold_60.region001	scaffold_60	Naganishia_cerealis strain Annotation submitted by Jet Propulsion Laboratory, California Institute of Technology	terpene	Terpene	Naganishia_cerealis Unclassified.	
scaffold_8.region001	scaffold_8	Naganishia_albida strain 20877543	terpene	Terpene	Naganishia_albida Unclassified.	
scaffold_84.region001	scaffold_84	Naganishia_cerealis strain Annotation submitted by Jet Propulsion Laboratory, California Institute of Technology	terpene	Terpene	Naganishia_cerealis Unclassified.	
scaffold_9.region001	scaffold_9	Naganishia_friedmannii strain Annotation submitted by Jet Propulsion Laboratory, California Institute of Technology	terpene	Terpene	Naganishia_friedmannii Unclassified.	
